"Type";"Title";"Group";"Publish Date";"Status";"Description";"pdf"
"ECC Reports";"ECC Report 146";"ECC PT1";"2010-07-06";"Active";"Compatibility between GSM MCBTS and other services (TRR, RSBN/PRMG, HC-SDMA, GSM-R, DME, MIDS, DECT) operating in the 900 and 1800 MHz frequency bands

";"http://docdb.cept.org/download/584"
"ECC Reports";"ECC Report 147";"SE7";"2010-05-19";"Active";"Additional compatibility studies relating to PWMS in the 1518.1559 MHz excluding the band 1543.45-1543.95 MHz and 1544-1545 MHz";"http://docdb.cept.org/download/592"
"ECC Reports";"ECC Report 148";"ECC";"2010-06-09";"Active";"Measurements on the performance of DVB-T receivers in the presence of interference from the mobile service (especially from LTE)";"http://docdb.cept.org/download/594"
"ECC Reports";"ECC Report 149";"SE24";"2010-09-21";"Active";"Analysis on compatibility of Low Power-Active Medical Implant (LP-AMI) applications within the frequency range 2360-3400 MHz, in particular for the band 2483.5-2500 MHz, with incumbent services";"http://docdb.cept.org/download/596"
"ECC Reports";"ECC Report 150";"SE40";"2010-09-21";"Active";"Compatibility studies between RDSS and other services in the band 2483.5-2500 MHz";"http://docdb.cept.org/download/608"
"ECC Reports";"ECC Report 152";"FM44";"2010-10-14";"Active";"The use of the frequency bands 27.5-30.0 GHz and 17.30-20.2 GHz by satellite networks";"http://docdb.cept.org/download/616"
"ECC Reports";"ECC Report 153";"WGNaN";"2010-11-25";"Active";"Numbering and Addressing in Machine-to-Machine (M2M) Communications";"http://docdb.cept.org/download/618"
"ECC Reports";"ECC Report 154";"WGNaN";"2010-11-25";"Active";"Evolution of Geographic Numbers";"http://docdb.cept.org/download/620"
"ECC Reports";"ECC Report 155";"WGNaN";"2010-11-25";"Active";"Number Portability efficiency: Impact and analysis of certain aspects in Article 30.4 of the Universal Service Directive and general remarks on NP efficiency";"http://docdb.cept.org/download/622"
"ECC Reports";"ECC Report 156";"SE40";"2011-02-03";"Active";"Conditions for possible co-existence between HAPS gateway links and other services/systems in the 5850-7075 MHz band";"http://docdb.cept.org/download/624"
"ECC Reports";"ECC Report 157";"WGSE";"2011-02-03";"Active";"The impact of spurious emissions of radars at 2.8, 5.6 and 9.0 GHz on other radiocommunication services/systems";"http://docdb.cept.org/download/626"
"ECC Reports";"ECC Report 158";"SE24";"2011-02-03";"Active";"The impact of SRR 26 GHz applications using Ultra-Wide-Band (UWB) Technology on Radio Services
";"http://docdb.cept.org/download/628"
"ECC Reports";"ECC Report 159";"WGSE";"2011-02-03";"Active";"Technical and operational requirements for the possible operation of cognitive radio systems in the ‘white spaces’ of the frequency band 470-790 MHz<br>
“CEPT has subsequently developed ECC Report 185 and 186 as complementary studies to ECC Report 159. In particular, the geo-location approach is considered in more details in ECC Report 186, including the initial considerations contained in this report (ECC Report 159)”";"http://docdb.cept.org/download/631"
"ECC Reports";"ECC Report 160";"WGRA";"2011-02-10";"Active";"Enforcement Benchmarking in the year 2010";"http://docdb.cept.org/download/633"
"ECC Reports";"ECC Report 161";"WGFM";"2011-02-11";"Active";"Additional Considerations relating to the L-band and the MA02revCO07";"http://docdb.cept.org/download/635"
"ECC Reports";"ECC Report 162";"SE7";"2011-05-12";"Active";"Practical mechanism to improve the compatibility between GSM-R and public mobile networks and guidance on practical coordination";"http://docdb.cept.org/download/637"
"ECC Reports";"ECC Report 163";"WGSE";"2011-05-12";"Active";"The usage of the 7125-8500 MHz band within the CEPT for the elaboration of the revision of the ECC/REC/(02)06 from version 2002 to version 2011";"http://docdb.cept.org/download/639"
"ECC Reports";"ECC Report 164";"SE24";"2011-05-12";"Active";"Compatibility between Wide Band Low Activity Mode (WLAM) automotive radars in the frequency range 24.25 GHz to 24.5 GHz, and other radiocommunication systems/services";"http://docdb.cept.org/download/641"
"ECC Reports";"ECC Report 165";"SE40";"2011-05-12";"Active";"Compatibility study between MSS complementary ground component operating in the bands 1610.0-1626.5 MHz and 2483.5-2500.0 MHz and other systems in the same bands or in adjacent bands";"http://docdb.cept.org/download/643"
"ECC Reports";"ECC Report 166";"WGSE";"2011-05-12";"Active";"Coexistence between zenith-pointing meteorological radars at 24 GHz and 35 GHz and systems in other radio services";"http://docdb.cept.org/download/645"
"ECC Reports";"ECC Report 167";"SE24";"2011-05-30";"Active";"Practical implementation of registration/coordination mechanism for UWB LT2 systems";"http://docdb.cept.org/download/647"
"ECC Reports";"ECC Report 168";"FM44";"2011-05-30";"Active";"Regulatory framework for indoor GNSS pseudolites";"http://docdb.cept.org/download/649"
"ECC Reports";"ECC Report 169";"WGRA";"2011-05-25";"Active";"Description of practices relative to trading of spectrum rights of use";"http://docdb.cept.org/download/651"
"ECC Reports";"ECC Report 170";"SE24";"2011-10-31";"Active";"Specific UWB applications in the bands 3.4 - 4.8 GHz and 6 - 8.5 GHz Location Tracking Applications for Emergency Services (LAES), location tracking applications type 2 (LT2) and location tracking and sensor applications for automotive and transportation environments (LTA)

";"http://docdb.cept.org/download/653"
"ECC Reports";"ECC Report 171";"SE40";"2011-10-31";"Active";"Impact of unwanted emissions of Iridium satellites on radioastronomy operations in the band 1610.6-1613.8 MHz";"http://docdb.cept.org/download/656"
"ECC Reports";"ECC Report 172";"SE7";"2012-04-02";"Active";"Broadband Wireless Systems Usage in 2300-2400 MHz
";"http://docdb.cept.org/download/658"
"ECC Reports";"ECC Report 173";"SE19";"2018-04-27";"Active";"Fixed Service in Europe Current use and future trends post 2016

amended 27 April 2018
";"http://docdb.cept.org/download/665"
"ECC Reports";"ECC Report 174";"SE21";"2012-04-11";"Active";"Compatibility between the mobile service in the band 2500-2690 MHz and the radiodetermination service in the band 2700-2900 MHz";"http://docdb.cept.org/download/672"
"ECC Reports";"ECC Report 175";"SE24";"2012-04-11";"Active";"Co-existence study considering UWB applications inside aircraft and existing radio services in the frequency bands from 3.1 GHz to 4.8 GHz and from 6.0 GHz to 8.5 GHz";"http://docdb.cept.org/download/674"
"ECC Reports";"ECC Report 176";"SE24";"2012-04-11";"Active";"The impact of non-specific SRDs on radio services in the band 57–66 GHz";"http://docdb.cept.org/download/676"
"ECC Reports";"ECC Report 177";"WGFM";"2012-05-09";"Active";"Possibilities for Future Terrestrial Delivery of Audio Broadcasting Services";"http://docdb.cept.org/download/678"
"ECC Reports";"ECC Report 178";"WGNaN";"2012-05-11";"Active";"Open and Closed Dialling Plans";"http://docdb.cept.org/download/680"
"ECC Reports";"ECC Report 180";"EFISMG";"2018-02-09";"Active";"Guidance on the interpretation of the requirements of ECC/DEC/(01)03 on EFIS

latest amended 9 February 2018";"http://docdb.cept.org/download/3433"
"ECC Reports";"ECC Report 181";"SE24";"2012-09-24";"Active";"Improving spectrum efficiency in SRD bands
";"http://docdb.cept.org/download/684"
"ECC Reports";"ECC Report 182";"SRDMG";"2012-10-04";"Active";"Survey about the use of the frequency band 863-870 MHz";"http://docdb.cept.org/download/688"
"ECC Reports";"ECC Report 183";"FM44";"2013-02-19";"Active";"Regulatory Framework for Outdoor GNSS Pseudolites";"http://docdb.cept.org/download/690"
"ECC Reports";"ECC Report 184";"FM44";"2013-02-19";"Active";"The Use of Earth Stations on Mobile Platforms Operating with GSO Satellite Networks in the Frequency Range17.3-20.2 GHz and 27.5-30.0 GHz";"http://docdb.cept.org/download/692"
"ECC Reports";"ECC Report 185";"WGSE";"2013-01-29";"Active";"Complementary Report to ECC Report 159.
Further definition of technical and operational requirements for the operation of white space devices in the band 470-790 MHz";"http://docdb.cept.org/download/694"
"ECC Reports";"ECC Report 186";"WGSE";"2013-01-29";"Active";"Technical and operational requirements for the operation of white space devices under geo-location approach";"http://docdb.cept.org/download/703"
"ECC Reports";"ECC Report 187";"SE7";"2013-02-01";"Active";"Compatibility study between mobile communication services on board aircraft (MCA) and ground-based systems";"http://docdb.cept.org/download/705"
"ECC Reports";"ECC Report 188";"WGFM";"2013-02-19";"Active";"Future Harmonised Use of the 1452-1492 MHz in CEPT";"http://docdb.cept.org/download/721"
"ECC Reports";"ECC Report 189";"SRDMG";"2014-02-13";"Active";"Future Spectrum Demand for Short Range Devices in the UHF frequency bands";"http://docdb.cept.org/download/723"
"ECC Reports";"ECC Report 190";"SE24";"2013-05-15";"Active";"Compatibility between Short-Range Devices (SRD) and EESS (passive) in the 122 to 122.25 GHz band";"http://docdb.cept.org/download/724"
"ECC Reports";"ECC Report 191";"FM51";"2013-09-24";"Active";"Adjacent band compatibility between MFCN and PMSE audio applications in the 1785-1805 MHz frequency range
";"http://docdb.cept.org/download/727"
"ECC Reports";"ECC Report 192";"SRDMG";"2017-11-21";"Active";"The Current Status of DFS (Dynamic Frequency Selection) In the 5 GHz frequency range

approved 06 February 2014, Annex 2 amended 13 February 2015 and updated 21 November 2017 ";"http://docdb.cept.org/download/729"
"ECC Reports";"ECC Report 193";"WGNaN";"2012-11-21";"Active";"Emergency Calls in VoIP Environment:
Compilation of Recent Studies";"http://docdb.cept.org/download/732"
"ECC Reports";"ECC Report 194";"WGNaN";"2013-04-17";"Active";"Extra-Territorial Use of E.164 Numbers";"http://docdb.cept.org/download/734"
"ECC Reports";"ECC Report 195";"WGNaN";"2013-04-17";"Active";"Minimum Set of Quality of Service Parameters and Measurement Methods for Retail Internet Access Services";"http://docdb.cept.org/download/736"
"ECC Reports";"ECC Report 196";"WGNaN";"2013-04-17";"Active";"Abuse, Delay and Compensation Mechanisms
in Number Portability";"http://docdb.cept.org/download/738"
"ECC Reports";"ECC Report 197";"SE40";"2013-05-15";"Active";"Compatibility studies – MSS terminals transmitting to a satellite in the band 1980-2010 MHz and adjacent channel UMTS services";"http://docdb.cept.org/download/740"
"ECC Reports";"ECC Report 198";"SE19";"2013-05-16";"Active";"Adaptive modulation and ATPC operations in fixed point-to-point systems - Guideline on coordination procedures";"http://docdb.cept.org/download/762"
"ECC Reports";"ECC Report 199";"WGFM";"2013-05-30";"Active";"User requirements and spectrum needs for future European broadband PPDR systems (Wide Area Networks)

";"http://docdb.cept.org/download/764"
"ECC Reports";"ECC Report 200";"WGSE";"2020-05-21";"Active";"ECC Report 200: ""Co-existence studies for proposed SRD and RFID applications in the frequency 870-876 MHz/915-921 MHz""<br>
Addendum to ECC Report 200: ""Additional co-existence studies between SRDs/RFIDs and E-GSM-R in the 900 MHz frequency band""";"http://docdb.cept.org/download/850, http://docdb.cept.org/download/770"
"ECC Reports";"ECC Report 201";"SE24";"2013-09-25";"Active";"Compatibility study between MBANS operating in the 2400-2483.5 MHz and 2483.5-2500 MHz and other systems in the same bands or in adjacent bands

";"http://docdb.cept.org/download/852"
"ECC Reports";"ECC Report 202";"SE7";"2013-09-25";"Active";"Out-of-Band emission limits for Mobile/Fixed Communication Networks (MFCN) Supplemental Downlink (SDL) operating in the 1452-1492 MHz band
";"http://docdb.cept.org/download/977"
"ECC Reports";"ECC Report 203";"ECC PT1";"2013-11-12";"Active";"Least Restrictive Technical Conditions suitable for Mobile/Fixed Communication Networks (MFCN), including IMT, in the frequency bands 3400-3600 MHz and 3600-3800 MHz";"http://docdb.cept.org/download/988"
"ECC Reports";"ECC Report 204";"FM51";"2014-02-11";"Active";"Spectrum use and future requirements for PMSE";"http://docdb.cept.org/download/990"
"ECC Reports";"ECC Report 205";"WGFM";"2014-02-12";"Active";"Licensed Shared Access (LSA)";"http://docdb.cept.org/download/992"
"ECC Reports";"ECC Report 206";"SE24";"2014-02-05";"Active";"Compatibility studies in the band 5725-5875 MHz between SRD equipment for wireless industrial applications and other systems

";"http://docdb.cept.org/download/994"
"ECC Reports";"ECC Report 207";"SE24";"2014-01-31";"Active";"Adjacent band co-existence of SRDs in the band 863-870 MHz in light of the LTE usage below 862 MHz

";"http://docdb.cept.org/download/1067"
"ECC Reports";"ECC Report 208";"SE24";"2014-02-04";"Active";"Impact of RFID devices on radio services in the band 13.56 MHz";"http://docdb.cept.org/download/1124"
"ECC Reports";"ECC Report 209";"WGSE";"2014-02-04";"Active";"Compatibility/sharing studies related to Broadband Direct-Air-to-Ground Communications (DA2GC) in the frequency bands 1900-1920 MHz / 2010-2025 MHz and services/applications in the adjacent bands

";"http://docdb.cept.org/download/1126"
"ECC Reports";"ECC Report 210";"WGSE";"2014-02-04";"Active";"Compatibility/sharing studies related to Broadband Direct-Air-to-Ground Communications (DA2GC) in the frequency bands 5855-5875 MHz, 2400-2483.5 MHz and 3400-3600 MHz

";"http://docdb.cept.org/download/1144"
"ECC Reports";"ECC Report 211";"SE19";"2014-02-05";"Active";"Technical assessment of the possible use of asymmetrical point-to-point links";"http://docdb.cept.org/download/1150"
"ECC Reports";"ECC Report 212";"WGNaN";"2014-04-09";"Active";"Evolution in the Use of E 212 Mobile Network Codes";"http://docdb.cept.org/download/1152"
"ECC Reports";"ECC Report 213";"WGNaN";"2014-04-09";"Active";"Impact of Number Portability between Fixed and Mobile Service (Service Portability)";"http://docdb.cept.org/download/1154"
"ECC Reports";"ECC Report 214";"WGFM";"2014-06-06";"Active";"Broadband Direct-Air-to-Ground Communications (DA2GC)";"http://docdb.cept.org/download/1156"
"ECC Reports";"ECC Report 215";"SE19";"2014-05-13";"Active";"Assessment of  the technical feasibility of  introducing very narrow channel spacing  in some existing plans, in guard bands and center gaps of FWS channel arrangement at 6 GHz and 10 GHz";"http://docdb.cept.org/download/1158"
"ECC Reports";"ECC Report 216";"ECC PT1";"2014-08-26";"Active";"Practical guidance for TDD networks synchronisation";"http://docdb.cept.org/download/1160"
